Period,BegBal,Payment,Interest,Principal,EndBal,InterestPct,PrincipalPct
40,94923.17784566784,536.8216230121399,395.513241023616,141.30838198852388,94781.86946367932,0.7367684610101328,0.2632315389898672
41,94781.86946367932,536.8216230121399,394.9244560986638,141.89716691347604,94639.97229676585,0.7356716629310084,0.2643283370689916
42,94639.97229676585,536.8216230121399,394.33321790319104,142.48840510894883,94497.4838916569,0.7345702948598877,0.2654297051401123
43,94497.4838916569,536.8216230121399,393.7395162152371,143.0821067969028,94354.40178485999,0.7334643377551372,0.2665356622448628
44,94354.40178485999,536.8216230121399,393.14334077024995,143.67828224188992,94210.7235026181,0.7323537724957835,0.26764622750421646
45,94210.7235026181,536.8216230121399,392.54468126090876,144.2769417512311,94066.44656086687,0.7312385798811827,0.2687614201188173
46,94066.44656086687,536.8216230121399,391.9435273369453,144.87809567519457,93921.56846519167,0.7301187406306876,0.2698812593693124
47,93921.56846519167,536.8216230121399,391.33986860496526,145.4817544071746,93776.0867107845,0.7289942353833153,0.2710057646166847
48,93776.0867107845,536.8216230121399,390.7336946282687,146.08792838387114,93629.99878240062,0.7278650446974125,0.27213495530258747
49,93629.99878240062,536.8216230121399,390.1249949266693,146.6966280854706,93483.30215431516,0.7267311490503184,0.27326885094968156
50,93483.30215431516,536.8216230121399,389.51375897631317,147.3078640358267,93335.99429027933,0.7255925288380282,0.27440747116197184
51,93335.99429027933,536.8216230121399,388.8999762094972,147.92164680264267,93188.07264347668,0.7244491643748532,0.2755508356251468
52,93188.07264347668,536.8216230121399,388.2836360144862,148.53798699765366,93039.53465647902,0.7233010358930818,0.2766989641069182
53,93039.53465647902,536.8216230121399,387.6647277353293,149.1568952768106,92890.37776120221,0.7221481235426362,0.27785187645736376
54,92890.37776120221,536.8216230121399,387.04324067167585,149.77838234046402,92740.59937886175,0.7209904073907305,0.27900959260926955
55,92740.59937886175,536.8216230121399,386.4191640785906,150.40245893354927,92590.1969199282,0.7198278674215252,0.2801721325784748
56,92590.1969199282,536.8216230121399,385.7924871663675,151.02913584577237,92439.16778408243,0.7186604835357816,0.2813395164642184
57,92439.16778408243,536.8216230121399,385.16319910034343,151.65842391179643,92287.50936017063,0.717488235550514,0.282511764449486
58,92287.50936017063,536.8216230121399,384.53128900071096,152.2903340114289,92135.2190261592,0.7163111031986411,0.28368889680135884
59,92135.2190261592,536.8216230121399,383.89674594233,152.92487706980984,91982.2941490894,0.7151290661286356,0.2848709338713645
60,91982.2941490894,536.8216230121399,383.25955895453916,153.5620640576007,91828.7320850318,0.7139421039041716,0.2860578960958285
61,91828.7320850318,536.8216230121399,382.6197170209659,154.201905991174,91674.53017904064,0.7127501960037723,0.2872498039962276
62,91674.53017904064,536.8216230121399,381.977209079336,154.8444139328039,91519.68576510783,0.7115533218204547,0.2884466781795453
63,91519.68576510783,536.8216230121399,381.3320240212826,155.48959899085725,91364.19616611698,0.7103514606613732,0.2896485393386267
64,91364.19616611698,536.8216230121399,380.68415069215405,156.13747231998582,91208.058693797,0.7091445917474624,0.2908554082525377
65,91208.058693797,536.8216230121399,380.0335778908208,156.78804512131904,91051.27064867568,0.7079326942130768,0.2920673057869232
66,91051.27064867568,536.8216230121399,379.380294369482,157.44132864265788,90893.82932003302,0.7067157471056313,0.2932842528943687
67,90893.82932003302,536.8216230121399,378.72428883347095,158.09733417866892,90735.73198585435,0.7054937293852381,0.2945062706147618
68,90735.73198585435,536.8216230121399,378.06554994105977,158.7560730710801,90576.97591278327,0.7042666199243433,0.29573338007565675
69,90576.97591278327,536.8216230121399,377.4040663032636,159.41755670887625,90417.55835607438,0.7030343975073613,0.29696560249263865
70,90417.55835607438,536.8216230121399,376.73982648364324,160.08179652849662,90257.47655954589,0.7017970408303086,0.2982029591696914
71,90257.47655954589,536.8216230121399,376.0728189981079,160.74880401403198,90096.72775553186,0.700554528500435,0.299445471499565
72,90096.72775553186,536.8216230121399,375.4030323147161,161.41859069742378,89935.30916483443,0.6993068390358534,0.30069316096414656
73,89935.30916483443,536.8216230121399,374.7304548534768,162.0911681586631,89773.21799667577,0.6980539508651694,0.3019460491348306
74,89773.21799667577,536.8216230121399,374.055074986149,162.76654802599086,89610.45144864978,0.6967958423271076,0.3032041576728924
75,89610.45144864978,536.8216230121399,373.37688103604074,163.44474197609912,89447.00670667368,0.6955324916701373,0.30446750832986275
76,89447.00670667368,536.8216230121399,372.695861277807,164.12576173433285,89282.88094493934,0.6942638770520962,0.3057361229479038
77,89282.88094493934,536.8216230121399,372.01200393724724,164.80961907489262,89118.07132586445,0.6929899765398132,0.3070100234601868
78,89118.07132586445,536.8216230121399,371.32529719110187,165.496325821038,88952.57500004342,0.6917107681087291,0.3082892318912709
79,88952.57500004342,536.8216230121399,370.63572916684757,166.1858938452923,88786.38910619813,0.6904262296425155,0.3095737703574845
80,88786.38910619813,536.8216230121399,369.9432879424922,166.87833506964768,88619.51077112848,0.6891363389326927,0.31086366106730734
81,88619.51077112848,536.8216230121399,369.2479615463687,167.57366146577118,88451.93710966271,0.6878410736782457,0.3121589263217544
82,88451.93710966271,536.8216230121399,368.54973795692797,168.2718850552119,88283.66522460751,0.6865404114852383,0.3134595885147617
83,88283.66522460751,536.8216230121399,367.8486051025313,168.9730179096086,88114.6922066979,0.6852343298664269,0.31476567013357315
84,88114.6922066979,536.8216230121399,367.14455086124127,169.6770721508986,87945.01513454701,0.6839228062408703,0.3160771937591297
85,87945.01513454701,536.8216230121399,366.43756306061255,170.38405995152732,87774.63107459548,0.6826058179335407,0.31739418206645936
86,87774.63107459548,536.8216230121399,365.7276294774812,171.0939935346587,87603.53708106083,0.6812833421749304,0.3187166578250696
87,87603.53708106083,536.8216230121399,365.01473783775344,171.80688517438642,87431.73019588644,0.6799553561006593,0.3200446438993407
88,87431.73019588644,536.8216230121399,364.2988758161935,172.52274719594635,87259.20744869049,0.6786218367510788,0.32137816324892127
89,87259.20744869049,536.8216230121399,363.58003103621036,173.2415919759295,87085.96585671457,0.6772827610708748,0.3227172389291252
90,87085.96585671457,536.8216230121399,362.858191069644,173.96343194249584,86912.00242477207,0.6759381059086702,0.3240618940913298
91,86912.00242477207,536.8216230121399,362.1333434365503,174.68827957558955,86737.31414519648,0.6745878480166231,0.325412151983377
92,86737.31414519648,536.8216230121399,361.4054756049853,175.41614740715454,86561.89799778932,0.6732319640500256,0.32676803594997444
93,86561.89799778932,536.8216230121399,360.6745749907888,176.14704802135105,86385.75094976797,0.6718704305669007,0.3281295694330994
94,86385.75094976797,536.8216230121399,359.9406289573665,176.88099405477334,86208.86995571319,0.6705032240275961,0.32949677597240395
95,86208.86995571319,536.8216230121399,359.20362481547164,177.61799819666822,86031.25195751652,0.6691303207943777,0.33086967920562227
96,86031.25195751652,536.8216230121399,358.4635498229855,178.35807318915437,85852.89388432736,0.6677516971310209,0.3322483028689791
97,85852.89388432736,536.8216230121399,357.72039118469735,179.10123182744252,85673.79265249992,0.6663673292024002,0.33363267079759984
98,85673.79265249992,536.8216230121399,356.974136052083,179.84748696005687,85493.94516553986,0.6649771930740768,0.33502280692592323
99,85493.94516553986,536.8216230121399,356.2247715230827,180.59685148905714,85313.3483140508,0.6635812647118854,0.3364187352881146
100,85313.3483140508,536.8216230121399,355.47228464187833,181.34933837026153,85131.99897568054,0.6621795199815182,0.33782048001848175
101,85131.99897568054,536.8216230121399,354.7166623986689,182.10496061347095,84949.89401506707,0.6607719346481079,0.3392280653518921
102,84949.89401506707,536.8216230121399,353.9578917294461,182.86373128269378,84767.03028378438,0.6593584843758084,0.3406415156241917
103,84767.03028378438,536.8216230121399,353.1959595157682,183.62566349637166,84583.40462028801,0.6579391447273742,0.3420608552726258
104,84583.40462028801,536.8216230121399,352.4308525845334,184.39077042760647,84399.0138498604,0.6565138911637384,0.3434861088362616
105,84399.0138498604,536.8216230121399,351.6625577077517,185.15906530438815,84213.85478455602,0.6550826990435873,0.34491730095641265
106,84213.85478455602,536.8216230121399,350.89106160231677,185.9305614098231,84027.9242231462,0.6536455436229356,0.34635445637706436
107,84027.9242231462,536.8216230121399,350.1163509297758,186.70527208236405,83841.21895106383,0.6522024000546978,0.3477975999453022
108,83841.21895106383,536.8216230121399,349.33841229609925,187.48321071604062,83653.73574034778,0.6507532433882589,0.34924675661174104
109,83653.73574034778,536.8216230121399,348.5572322514491,188.2643907606908,83465.47134958708,0.6492980485690434,0.3507019514309566
110,83465.47134958708,536.8216230121399,347.7727972899462,189.04882572219367,83276.4225238649,0.6478367904380811,0.35216320956191893
111,83276.4225238649,536.8216230121399,346.9850938494371,189.8365291627028,83086.5859947022,0.6463694437315731,0.35363055626842693
112,83086.5859947022,536.8216230121399,346.19410831125913,190.62751470088074,82895.95848000131,0.6448959830804546,0.3551040169195454
113,82895.95848000131,536.8216230121399,345.3998270000055,191.4217960121344,82704.53668398918,0.6434163830099565,0.3565836169900435
114,82704.53668398918,536.8216230121399,344.60223618328826,192.2193868288516,82512.31729716033,0.6419306179391647,0.35806938206083533
115,82512.31729716033,536.8216230121399,343.8013220715014,193.0203009406385,82319.2969962197,0.6404386621805779,0.3595613378194221
116,82319.2969962197,536.8216230121399,342.9970708175821,193.82455219455778,82125.47244402513,0.6389404899396637,0.3610595100603363
117,82125.47244402513,536.8216230121399,342.1894685167714,194.63215449536847,81930.84028952976,0.6374360753144123,0.3625639246855878
118,81930.84028952976,536.8216230121399,341.378501206374,195.44312180576588,81735.39716772399,0.6359253922948889,0.36407460770511113
119,81735.39716772399,536.8216230121399,340.5641548655166,196.25746814662324,81539.13969957737,0.6344084147627842,0.36559158523721574
120,81539.13969957737,536.8216230121399,339.7464154149057,197.07520759723417,81342.06449198013,0.6328851164909625,0.3671148835090375
121,81342.06449198013,536.8216230121399,338.92526871658384,197.89635429555602,81144.16813768457,0.631355471143008,0.3686445288569919
122,81144.16813768457,536.8216230121399,338.1007005736857,198.72092243845418,80945.44721524611,0.6298194522727706,0.37018054772722936
123,80945.44721524611,536.8216230121399,337.27269673019214,199.54892628194773,80745.89828896416,0.6282770333239072,0.37172296667609284
124,80745.89828896416,536.8216230121399,336.441242870684,200.38038014145587,80545.5179088227,0.6267281876294234,0.3732718123705766
125,80545.5179088227,536.8216230121399,335.6063246200946,201.21529839204527,80344.30261043066,0.6251728884112127,0.37482711158878734
126,80344.30261043066,536.8216230121399,334.7679275434611,202.05369546867877,80142.24891496198,0.6236111087795928,0.37638889122040725
127,80142.24891496198,536.8216230121399,333.9260371456749,202.89558586646496,79939.35332909551,0.622042821732841,0.37795717826715897
128,79939.35332909551,536.8216230121399,333.08063887123126,203.7409841409086,79735.6123449546,0.6204680001567278,0.37953199984327224
129,79735.6123449546,536.8216230121399,332.23171810397747,204.5899049081624,79531.02244004644,0.6188866168240474,0.3811133831759525
130,79531.02244004644,536.8216230121399,331.37926016686015,205.44236284527972,79325.58007720116,0.6172986443941477,0.3827013556058523
131,79325.58007720116,536.8216230121399,330.52325032167147,206.2983726904684,79119.2817045107,0.6157040554124567,0.38429594458754335
132,79119.2817045107,536.8216230121399,329.6636737687945,207.15794924334534,78912.12375526734,0.6141028223100086,0.38589717768999143
133,78912.12375526734,536.8216230121399,328.80051564694725,208.02110736519262,78704.10264790215,0.6124949174029669,0.3875050825970331
134,78704.10264790215,536.8216230121399,327.93376103292564,208.88786197921422,78495.21478592294,0.610880312892146,0.389119687107854
135,78495.21478592294,536.8216230121399,327.0633949413456,209.75822807079425,78285.45655785214,0.60925898086253,0.39074101913747
136,78285.45655785214,536.8216230121399,326.18940232438393,210.63222068775593,78074.82433716439,0.6076308932827905,0.39236910671720954
137,78074.82433716439,536.8216230121399,325.3117680715183,211.50985494062155,77863.31448222377,0.6059960220048022,0.3940039779951979
138,77863.31448222377,536.8216230121399,324.4304770092657,212.39114600287417,77650.92333622089,0.6043543387631555,0.3956456612368445
139,77650.92333622089,536.8216230121399,323.54551390092035,213.2761091112195,77437.64722710967,0.6027058151746685,0.39729418482533146
140,77437.64722710967,536.8216230121399,322.6568634462903,214.16475956584958,77223.48246754383,0.6010504227378963,0.39894957726210367
141,77223.48246754383,536.8216230121399,321.7645102814326,215.05711273070727,77008.42535481312,0.5993881328326376,0.4006118671673624
142,77008.42535481312,536.8216230121399,320.868438978388,215.95318403375188,76792.47217077937,0.5977189167194402,0.4022810832805597
143,76792.47217077937,536.8216230121399,319.96863404491404,216.85298896722583,76575.61918181214,0.5960427455391046,0.40395725446089537
144,76575.61918181214,536.8216230121399,319.0650799242173,217.75654308792258,76357.86263872423,0.5943595903121843,0.40564040968781573
145,76357.86263872423,536.8216230121399,318.1577609946843,218.66386201745559,76139.19877670678,0.592669421938485,0.40733057806151496
146,76139.19877670678,536.8216230121399,317.24666156961155,219.57496144252832,75919.62381526425,0.5909722111965621,0.40902778880343793
147,75919.62381526425,536.8216230121399,316.33176589693437,220.4898571152055,75699.13395814905,0.5892679287432144,0.4107320712567855
148,75699.13395814905,536.8216230121399,315.41305815895436,221.4085648531855,75477.72539329586,0.5875565451129778,0.4124434548870221
149,75477.72539329586,536.8216230121399,314.49052247206606,222.3311005400738,75255.39429275578,0.5858380307176152,0.41416196928238475
150,75255.39429275578,536.8216230121399,313.5641428864824,223.25748012565748,75032.13681263012,0.5841123558456053,0.4158876441543948
151,75032.13681263012,536.8216230121399,312.63390338595883,224.18771962618104,74807.94909300395,0.5823794906616286,0.41762050933837136
152,74807.94909300395,536.8216230121399,311.69978788751644,225.12183512462343,74582.82725787933,0.5806394052060522,0.4193605947939479
153,74582.82725787933,536.8216230121399,310.7617802411639,226.059842770976,74356.76741510835,0.5788920693944107,0.42110793060558926
154,74356.76741510835,536.8216230121399,309.81986422961813,227.00175878252173,74129.76565632582,0.5771374530168875,0.42286254698311254
155,74129.76565632582,536.8216230121399,308.87402356802426,227.9475994441156,73901.8180568817,0.575375525737791,0.42462447426220895
156,73901.8180568817,536.8216230121399,307.92424190367376,228.8973811084661,73672.92067577323,0.5736062570950319,0.4263937429049682
157,73672.92067577323,536.8216230121399,306.9705028157218,229.8511201964181,73443.06955557682,0.5718296164995944,0.4281703835004056
158,73443.06955557682,536.8216230121399,306.0127898149034,230.80883319723648,73212.26072237958,0.5700455732350094,0.42995442676499057
159,73212.26072237958,536.8216230121399,305.05108634324824,231.77053666889162,72980.49018571069,0.568254096456822,0.43174590354317804
160,72980.49018571069,536.8216230121399,304.0853757737945,232.73624723834536,72747.75393847235,0.5664551551920587,0.4335448448079413
161,72747.75393847235,536.8216230121399,303.11564141030146,233.7059816018384,72514.0479568705,0.5646487183386923,0.4353512816613076
162,72514.0479568705,536.8216230121399,302.14186648696045,234.6797565251794,72279.36820034533,0.5628347546651036,0.4371652453348964
163,72279.36820034533,536.8216230121399,301.16403416810556,235.6575888440343,72043.7106115013,0.5610132328095415,0.4389867671904585
164,72043.7106115013,536.8216230121399,300.1821275479221,236.63949546421776,71807.07111603708,0.5591841212795813,0.44081587872041866
165,71807.07111603708,536.8216230121399,299.1961296501545,237.62549336198538,71569.4456226751,0.5573473884515795,0.4426526115484205
166,71569.4456226751,536.8216230121399,298.20602342781297,238.6155995843269,71330.83002309078,0.5555030025701279,0.4444969974298721
167,71330.83002309078,536.8216230121399,297.21179176287825,239.60983124926162,71091.22019184151,0.5536509317475033,0.4463490682524966
168,71091.22019184151,536.8216230121399,296.21341746600626,240.6082055461336,70850.61198629538,0.5517911439631179,0.4482088560368821
169,70850.61198629538,536.8216230121399,295.21088327623073,241.61073973590914,70609.00124655946,0.5499236070629643,0.4500763929370358
170,70609.00124655946,536.8216230121399,294.2041718606644,242.61745115147545,70366.383795408,0.5480482887590599,0.45195171124094013
171,70366.383795408,536.8216230121399,293.19326581419995,243.62835719793992,70122.75543821005,0.5461651566288893,0.4538348433711107
172,70122.75543821005,536.8216230121399,292.17814765920855,244.64347535293132,69878.11196285712,0.544274178114843,0.4557258218851569
173,69878.11196285712,536.8216230121399,291.158799845238,245.6628231669019,69632.44913969022,0.5423753205236549,0.4576246794763451
174,69632.44913969022,536.8216230121399,290.1352047487092,246.68641826343065,69385.76272142678,0.5404685510258368,0.45953144897416326
175,69385.76272142678,536.8216230121399,289.1073446726116,247.71427833952828,69138.04844308726,0.538553836655111,0.4614461633448889
176,69138.04844308726,536.8216230121399,288.07520184619693,248.74642116594293,68889.30202192132,0.5366311443078408,0.4633688556921592
177,68889.30202192132,536.8216230121399,287.03875842467215,249.7828645874677,68639.51915733385,0.5347004407424567,0.46529955925754324
178,68639.51915733385,536.8216230121399,285.99799648889103,250.82362652324883,68388.6955308106,0.5327616925788836,0.46723830742111633
179,68388.6955308106,536.8216230121399,284.95289804504415,251.86872496709572,68136.8268058435,0.5308148662979623,0.4691851337020377
180,68136.8268058435,536.8216230121399,283.90344502434795,252.91817798779192,67883.90862785571,0.5288599282408706,0.4711400717591295
181,67883.90862785571,536.8216230121399,282.84961928273214,253.97200372940773,67629.9366241263,0.5268968446085408,0.4731031553914592
182,67629.9366241263,536.8216230121399,281.7914026005263,255.03022041161358,67374.90640371469,0.5249255814610764,0.47507441853892357
183,67374.90640371469,536.8216230121399,280.72877668214454,256.0928463299953,67118.8135573847,0.5229461047171642,0.4770538952828358
184,67118.8135573847,536.8216230121399,279.66172315576955,257.1598998563703,66861.65365752832,0.5209583801534857,0.4790416198465143
185,66861.65365752832,536.8216230121399,278.5902235730347,258.2313994391052,66603.42225808922,0.5189623734041252,0.4810376265958748
186,66603.42225808922,536.8216230121399,277.5142594087051,259.3073636034348,66344.11489448579,0.5169580499599757,0.48304195004002426
187,66344.11489448579,536.8216230121399,276.4338120603574,260.38781095178246,66083.727083534,0.5149453751681423,0.4850546248318577
188,66083.727083534,536.8216230121399,275.34886284805833,261.47276016408154,65822.25432336993,0.5129243142313429,0.48707568576865706
189,65822.25432336993,536.8216230121399,274.25939301404134,262.56222999809853,65559.69209337182,0.5108948322073069,0.48910516779269314
190,65559.69209337182,536.8216230121399,273.16538372238256,263.6562392897573,65296.03585408207,0.5088568940081706,0.4911431059918294
191,65296.03585408207,536.8216230121399,272.0668160586753,264.7548069534646,65031.2810471286,0.5068104643998713,0.4931895356001286
192,65031.2810471286,536.8216230121399,270.9636710297025,265.8579519824374,64765.423095146165,0.5047555080015375,0.49524449199846254
193,64765.423095146165,536.8216230121399,269.85592956310904,266.9656934490308,64498.45740169713,0.5026919892848772,0.4973080107151227
194,64498.45740169713,536.8216230121399,268.74357250707135,268.0780505050685,64230.37935119206,0.5006198725735641,0.49938012742643584
195,64230.37935119206,536.8216230121399,267.6265806299669,269.19504238217297,63961.18430880988,0.49853912204262063,0.5014608779573794
196,63961.18430880988,536.8216230121399,266.5049346200412,270.3166883920987,63690.86762041778,0.4964497017177983,0.5035502982822018
197,63690.86762041778,536.8216230121399,265.3786150850741,271.44300792706576,63419.424612490715,0.49435157547495573,0.5056484245250442
198,63419.424612490715,536.8216230121399,264.24760255204467,272.5740204600952,63146.85059203062,0.49224470703943474,0.5077552929605652
199,63146.85059203062,536.8216230121399,263.1118774667942,273.70974554534564,62873.14084648527,0.4901290599854323,0.5098709400145677
200,62873.14084648527,536.8216230121399,261.97142019368863,274.85020281845124,62598.29064366682,0.48800459773537164,0.5119954022646284
201,62598.29064366682,536.8216230121399,260.82621101527843,275.99541199686144,62322.29523166996,0.485871283559269,0.514128716440731
202,62322.29523166996,536.8216230121399,259.67623013195816,277.1453928801817,62045.14983878978,0.4837290805740993,0.5162709194259008
203,62045.14983878978,536.8216230121399,258.5214576616241,278.3001653505158,61766.84967343927,0.48157795174315804,0.5184220482568419
204,61766.84967343927,536.8216230121399,257.36187363933027,279.4597493728096,61487.38992406646,0.47941785987542124,0.5205821401245788
205,61487.38992406646,536.8216230121399,256.1974580169436,280.6241649951963,61206.76575907126,0.4772487676249022,0.5227512323750978
206,61206.76575907126,536.8216230121399,255.02819066279693,281.79343234934294,60924.972326721916,0.47507063749000594,0.524929362509994
207,60924.972326721916,536.8216230121399,253.8540513613413,282.96757165079856,60642.00475507112,0.4728834318128809,0.527116568187119
208,60642.00475507112,536.8216230121399,252.6750198127963,284.14660319934353,60357.85815187178,0.4706871127787679,0.529312887221232
209,60357.85815187178,536.8216230121399,251.49107563279907,285.3305473793408,60072.52760449243,0.4684816424153462,0.5315183575846539
210,60072.52760449243,536.8216230121399,250.3021983520518,286.5194246600881,59786.008179832344,0.4662669825920767,0.5337330174079233
211,59786.008179832344,536.8216230121399,249.1083674159681,287.71325559617173,59498.29492423617,0.4640430950195437,0.5359569049804562
212,59498.29492423617,536.8216230121399,247.90956218431737,288.91206082782253,59209.38286340835,0.46180994124879177,0.5381900587512083
213,59209.38286340835,536.8216230121399,246.7057619308681,290.11586108127176,58919.26700232708,0.4595674826706618,0.5404325173293383
214,58919.26700232708,536.8216230121399,245.4969458430295,291.3246771691104,58627.942325157965,0.4573156805151229,0.5426843194848772
215,58627.942325157965,536.8216230121399,244.2830930214915,292.5385299906484,58335.403795167316,0.45505449585060254,0.5449455041493976
216,58335.403795167316,536.8216230121399,243.0641824798638,293.75744053227606,58041.64635463504,0.45278388958331334,0.5472161104166866
217,58041.64635463504,536.8216230121399,241.84019314431268,294.98142986782716,57746.66492476722,0.4505038224565772,0.5494961775434227
218,57746.66492476722,536.8216230121399,240.61110385319674,296.21051915894316,57450.454405608274,0.4482142550501463,0.5517857449498538
219,57450.454405608274,536.8216230121399,239.37689335670115,297.4447296554387,57153.00967595284,0.4459151477795219,0.5540848522204781
220,57153.00967595284,536.8216230121399,238.13754031647017,298.6840826956697,56854.32559325717,0.44360646089526995,0.5563935391047301
221,56854.32559325717,536.8216230121399,236.89302330523822,299.92859970690165,56554.39699355027,0.4412881544823336,0.5587118455176664
222,56554.39699355027,536.8216230121399,235.64332080645946,301.17830220568044,56253.21869134459,0.4389601884593433,0.5610398115406567
223,56253.21869134459,536.8216230121399,234.3884112139358,302.43321179820407,55950.785479546386,0.4366225225779239,0.5633774774220761
224,55950.785479546386,536.8216230121399,233.12827283144327,303.6933501806966,55647.09212936569,0.43427511642199856,0.5657248835780014
225,55647.09212936569,536.8216230121399,231.86288387235703,304.95873913978284,55342.13339022591,0.43191792940709023,0.5680820705929097
226,55342.13339022591,536.8216230121399,230.5922224592746,306.2294005528653,55035.90398967304,0.42955092077961976,0.5704490792203802
227,55035.90398967304,536.8216230121399,229.31626662363766,307.5053563885022,54728.39863328454,0.42717404961620153,0.5728259503837985
228,54728.39863328454,536.8216230121399,228.03499430535223,308.7866287067876,54419.61200457775,0.42478727482293566,0.5752127251770642
229,54419.61200457775,536.8216230121399,226.74838335240727,310.0732396597326,54109.53876491802,0.4223905551346979,0.5776094448653022
230,54109.53876491802,536.8216230121399,225.45641152049174,311.3652114916481,53798.17355342637,0.4199838491144258,0.5800161508855741
231,53798.17355342637,536.8216230121399,224.15905647260988,312.66256653952996,53485.51098688684,0.41756711515240263,0.5824328848475974
232,53485.51098688684,536.8216230121399,222.85629577869517,313.96532723344467,53171.54565965339,0.41514031146553765,0.5848596885344624
